ATM_ID,Date,Day_of_Week,Time_of_Day,Total_Withdrawals,Total_Deposits,Location_Type,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Weather_Condition,Nearby_Competitor_ATMs,Cash_Demand_Next_Day
ATM_0050,2022-05-24,Tuesday,Evening,41451,8565,Mall,0,0,106232,Snowy,1,39371
ATM_0031,2022-02-19,Saturday,Morning,60415,11336,Gas Station,0,0,125735,Snowy,2,57630
ATM_0034,2023-07-24,Monday,Evening,61316,2465,Standalone,0,0,95727,Snowy,1,67012
ATM_0007,2022-04-30,Saturday,Morning,36068,10507,Standalone,0,0,94637,Snowy,2,34137
ATM_0010,2023-06-27,Tuesday,Morning,40398,3906,Standalone,0,0,58997,Cloudy,3,41086
ATM_0049,2022-11-06,Sunday,Afternoon,69007,16325,Standalone,0,0,74890,Clear,3,59925
ATM_0036,2023-03-11,Saturday,Night,54399,1343,Supermarket,0,0,107190,Rainy,0,44285
ATM_0015,2023-08-28,Monday,Afternoon,43996,5964,Bank Branch,0,0,93331,Clear,3,39394
ATM_0003,2022-04-06,Wednesday,Evening,39435,12785,Supermarket,0,0,96835,Cloudy,1,29940
ATM_0038,2023-08-14,Monday,Afternoon,59583,12779,Supermarket,0,0,93822,Cloudy,1,45498
ATM_0034,2023-05-24,Wednesday,Afternoon,60966,6804,Mall,0,0,85276,Rainy,2,59596
ATM_0037,2023-01-06,Friday,Night,64865,20193,Bank Branch,0,0,125336,Clear,3,55873
ATM_0043,2023-08-15,Tuesday,Night,44597,20145,Standalone,0,0,122097,Cloudy,0,23488
ATM_0016,2022-07-19,Tuesday,Afternoon,47166,14389,Supermarket,0,0,75356,Clear,3,28440
ATM_0001,2022-01-20,Thursday,Evening,24671,13922,Mall,0,0,118171,Rainy,4,11316
ATM_0032,2022-11-16,Wednesday,Evening,56858,4193,Mall,0,0,80614,Clear,1,62083
ATM_0044,2022-06-13,Monday,Morning,65906,1757,Mall,0,0,86135,Cloudy,2,65202
ATM_0020,2023-01-11,Wednesday,Evening,39197,8769,Mall,0,0,97737,Cloudy,4,31557
ATM_0009,2023-11-06,Monday,Morning,43539,12860,Mall,0,0,121177,Snowy,3,29525
ATM_0027,2022-05-15,Sunday,Night,54447,9590,Standalone,0,0,102260,Clear,0,43537
ATM_0023,2022-06-25,Saturday,Night,70668,20039,Supermarket,0,0,131843,Snowy,1,71588
ATM_0004,2022-08-24,Wednesday,Night,30151,2900,Mall,0,0,76185,Snowy,2,27136
ATM_0048,2023-07-10,Monday,Afternoon,41167,17035,Bank Branch,0,0,119648,Snowy,4,36426
ATM_0032,2022-05-26,Thursday,Afternoon,42363,14676,Supermarket,0,0,89337,Clear,3,25506
ATM_0004,2022-04-01,Friday,Evening,30029,8901,Standalone,0,0,94081,Rainy,1,24896
ATM_0009,2023-02-15,Wednesday,Night,31090,13478,Mall,0,0,84638,Snowy,4,22647
ATM_0046,2022-04-13,Wednesday,Night,40038,5546,Mall,0,0,74858,Clear,5,44401
ATM_0007,2023-08-03,Thursday,Night,45870,17886,Gas Station,0,0,89891,Cloudy,5,38166
ATM_0009,2022-01-29,Saturday,Afternoon,52592,0,Standalone,0,0,113246,Rainy,0,52023
ATM_0008,2023-07-30,Sunday,Afternoon,81927,0,Supermarket,0,0,98493,Snowy,1,83281
ATM_0016,2022-08-21,Sunday,Afternoon,70879,14152,Supermarket,0,0,134042,Clear,2,65834
ATM_0037,2023-10-25,Wednesday,Afternoon,67403,5656,Gas Station,0,0,95386,Rainy,4,51463
ATM_0007,2022-12-18,Sunday,Evening,70133,8349,Standalone,0,0,81358,Clear,3,56407
ATM_0014,2023-09-11,Monday,Night,36955,8994,Mall,0,0,126550,Rainy,0,26294
ATM_0030,2022-12-09,Friday,Night,49461,4852,Standalone,0,0,82857,Clear,2,42379
ATM_0012,2022-11-03,Thursday,Night,47072,11356,Bank Branch,0,0,118963,Rainy,3,44364
ATM_0009,2022-12-21,Wednesday,Morning,74077,13976,Supermarket,0,1,124499,Rainy,5,80816
ATM_0005,2022-07-02,Saturday,Evening,35139,4254,Supermarket,0,1,110359,Cloudy,5,32647
ATM_0029,2022-08-30,Tuesday,Night,29881,8548,Gas Station,0,0,115423,Snowy,2,19231
ATM_0013,2023-10-13,Friday,Evening,71200,11602,Bank Branch,0,0,78529,Snowy,2,64722
ATM_0040,2023-04-19,Wednesday,Night,49580,10442,Bank Branch,0,0,83309,Cloudy,2,32376
ATM_0031,2022-04-23,Saturday,Evening,39095,6264,Gas Station,0,0,67598,Snowy,1,39759
ATM_0034,2023-11-24,Friday,Morning,61944,8687,Bank Branch,0,0,83779,Clear,1,57155
ATM_0018,2023-07-01,Saturday,Morning,61164,18721,Standalone,0,0,99471,Cloudy,4,56866
ATM_0027,2022-02-21,Monday,Morning,46146,8000,Mall,0,0,68782,Clear,4,48970
ATM_0005,2023-03-06,Monday,Evening,59920,19209,Gas Station,0,0,92184,Cloudy,1,47226
ATM_0019,2022-06-21,Tuesday,Night,52502,6337,Gas Station,0,0,107945,Rainy,1,46440
ATM_0024,2022-09-25,Sunday,Afternoon,61791,17383,Mall,0,0,85567,Rainy,0,46528
ATM_0039,2022-03-28,Monday,Evening,27772,10787,Mall,0,1,124559,Snowy,1,20923
ATM_0030,2022-09-05,Monday,Morning,29569,14765,Mall,0,0,75643,Rainy,1,12515
ATM_0026,2022-11-15,Tuesday,Morning,53345,10344,Standalone,0,0,94964,Snowy,3,34697
ATM_0037,2022-01-14,Friday,Morning,57167,8217,Mall,0,0,101551,Rainy,4,42028
ATM_0015,2022-08-11,Thursday,Evening,44757,4724,Supermarket,0,0,99203,Snowy,3,45059
ATM_0020,2022-06-17,Friday,Afternoon,41115,5386,Supermarket,0,0,99953,Rainy,5,33960
ATM_0049,2022-11-27,Sunday,Night,39076,4537,Gas Station,0,1,117085,Cloudy,3,49369
ATM_0006,2022-12-28,Wednesday,Afternoon,63540,0,Supermarket,0,0,126551,Rainy,1,74411
ATM_0028,2022-06-17,Friday,Evening,47645,10708,Gas Station,0,0,93589,Rainy,3,32885
ATM_0021,2022-01-11,Tuesday,Morning,70935,4696,Bank Branch,0,0,129489,Clear,4,77307
ATM_0003,2023-12-22,Friday,Morning,45061,3458,Gas Station,0,0,118610,Cloudy,3,41142
ATM_0005,2023-10-23,Monday,Evening,54671,7903,Standalone,0,0,127761,Cloudy,1,47972
ATM_0048,2023-12-24,Sunday,Evening,38708,14052,Standalone,1,0,94919,Clear,5,37549
ATM_0019,2022-06-30,Thursday,Afternoon,58988,6502,Mall,0,0,109610,Cloudy,4,49973
ATM_0010,2023-12-24,Sunday,Morning,43819,13693,Gas Station,1,0,118367,Snowy,2,48280
ATM_0037,2022-08-19,Friday,Afternoon,58366,9460,Standalone,0,1,102803,Cloudy,4,62719
ATM_0002,2022-10-11,Tuesday,Evening,9645,8638,Bank Branch,0,0,95514,Rainy,5,5027
ATM_0023,2022-06-28,Tuesday,Night,60038,4606,Supermarket,0,0,105201,Snowy,3,51438
ATM_0013,2022-09-12,Monday,Morning,87704,15954,Bank Branch,0,0,100027,Cloudy,1,86804
ATM_0018,2022-12-15,Thursday,Afternoon,37573,12203,Bank Branch,0,0,130013,Rainy,3,35149
ATM_0020,2022-04-14,Thursday,Afternoon,30613,7931,Bank Branch,0,0,107534,Cloudy,2,20797
ATM_0002,2023-10-11,Wednesday,Evening,60368,6233,Bank Branch,0,0,91184,Cloudy,1,58329
ATM_0004,2022-09-05,Monday,Afternoon,53126,0,Standalone,0,0,150222,Clear,3,62912
ATM_0004,2022-05-09,Monday,Afternoon,49701,8437,Bank Branch,0,0,89552,Clear,3,48627
ATM_0046,2022-04-02,Saturday,Evening,64259,5369,Standalone,0,0,93750,Cloudy,0,51515
ATM_0038,2022-10-01,Saturday,Morning,80458,5291,Standalone,0,0,110118,Snowy,2,82442
ATM_0026,2022-11-09,Wednesday,Morning,46117,11806,Mall,0,0,133433,Rainy,2,35914
ATM_0024,2022-03-31,Thursday,Afternoon,66063,11483,Standalone,0,0,115971,Clear,3,59505
ATM_0050,2023-06-14,Wednesday,Morning,46044,10521,Supermarket,0,0,89106,Rainy,5,30350
ATM_0023,2022-01-22,Saturday,Evening,69357,14587,Bank Branch,0,0,74716,Snowy,4,61309
ATM_0017,2022-03-12,Saturday,Night,70846,9208,Mall,0,0,90077,Cloudy,2,75727
ATM_0023,2023-05-24,Wednesday,Morning,51260,9577,Gas Station,0,0,86945,Rainy,1,40798
ATM_0033,2023-10-09,Monday,Afternoon,32449,13389,Standalone,0,0,98954,Clear,3,21161
ATM_0008,2023-02-25,Saturday,Afternoon,45374,19679,Mall,0,0,87454,Snowy,5,28426
ATM_0028,2022-09-01,Thursday,Evening,8372,18962,Bank Branch,0,0,113681,Clear,3,0
ATM_0028,2022-03-16,Wednesday,Evening,38484,19131,Mall,0,0,81846,Clear,2,26292
ATM_0039,2023-07-30,Sunday,Night,42153,6352,Supermarket,0,0,101607,Cloudy,4,35928
ATM_0029,2023-04-17,Monday,Morning,70554,11891,Standalone,0,0,101638,Rainy,5,64207
ATM_0028,2022-01-25,Tuesday,Morning,70441,10945,Supermarket,1,0,131637,Clear,0,79867
ATM_0019,2023-03-04,Saturday,Morning,68181,17560,Mall,0,0,81076,Rainy,3,63628
ATM_0033,2023-06-22,Thursday,Morning,75105,8874,Supermarket,0,0,130493,Clear,2,64829
ATM_0026,2023-11-04,Saturday,Morning,49921,7340,Gas Station,0,1,94598,Clear,3,49865
ATM_0033,2023-04-30,Sunday,Evening,31415,6372,Mall,0,0,78433,Snowy,3,27397
ATM_0039,2022-02-16,Wednesday,Evening,72649,6810,Mall,0,0,126701,Cloudy,2,69686
ATM_0026,2023-07-25,Tuesday,Afternoon,39730,8689,Gas Station,0,0,91413,Clear,0,33553
ATM_0031,2022-06-09,Thursday,Night,33903,16077,Bank Branch,0,0,75526,Clear,5,26559
ATM_0043,2022-10-25,Tuesday,Night,54061,4198,Bank Branch,0,0,121510,Cloudy,1,47837
ATM_0023,2023-03-07,Tuesday,Evening,51823,13033,Mall,0,0,149009,Rainy,5,49583
ATM_0047,2023-12-31,Sunday,Morning,34771,10852,Supermarket,1,0,122209,Cloudy,4,27904
ATM_0029,2023-06-17,Saturday,Evening,30955,14923,Mall,0,0,126510,Snowy,2,14122
ATM_0039,2023-07-16,Sunday,Afternoon,43358,6847,Gas Station,0,0,80454,Clear,2,47929
ATM_0025,2023-05-08,Monday,Evening,48469,12874,Supermarket,0,0,109805,Cloudy,3,48859
ATM_0034,2023-06-12,Monday,Night,48776,3513,Gas Station,0,0,103202,Snowy,3,48249
ATM_0007,2022-03-28,Monday,Night,41245,6941,Standalone,0,0,104555,Clear,2,31164
ATM_0043,2023-09-15,Friday,Evening,51381,947,Gas Station,0,0,130650,Snowy,1,56457
ATM_0049,2022-04-02,Saturday,Morning,29614,8827,Gas Station,0,0,76052,Rainy,0,24975
ATM_0047,2022-02-03,Thursday,Afternoon,40502,7375,Standalone,0,0,91291,Snowy,3,35400
ATM_0022,2022-08-08,Monday,Afternoon,46894,18919,Gas Station,0,0,82080,Cloudy,1,28614
ATM_0002,2023-11-25,Saturday,Afternoon,59182,16015,Mall,0,0,123606,Cloudy,0,52710
ATM_0038,2022-06-14,Tuesday,Night,31279,12548,Mall,0,0,109568,Cloudy,5,26996
ATM_0010,2022-01-13,Thursday,Morning,68544,11641,Bank Branch,0,0,75034,Clear,1,60316
ATM_0024,2022-10-25,Tuesday,Evening,43159,10595,Standalone,0,0,88919,Clear,2,37142
ATM_0019,2023-08-28,Monday,Morning,68947,17212,Supermarket,0,1,92825,Clear,5,70470
ATM_0037,2023-08-24,Thursday,Afternoon,42497,17155,Supermarket,0,0,123317,Cloudy,5,24355
ATM_0030,2022-08-31,Wednesday,Night,24679,11202,Bank Branch,0,0,117605,Clear,3,14825
ATM_0014,2022-01-14,Friday,Afternoon,48806,3958,Standalone,0,0,86714,Rainy,5,51319
ATM_0004,2022-01-29,Saturday,Morning,43674,2260,Supermarket,0,0,117831,Rainy,2,39267
ATM_0011,2023-09-22,Friday,Evening,23600,11035,Supermarket,0,1,103720,Clear,3,22175
ATM_0045,2022-10-12,Wednesday,Morning,71624,11443,Gas Station,0,1,80461,Cloudy,2,77420
ATM_0018,2023-02-28,Tuesday,Night,51921,7637,Bank Branch,0,0,109775,Cloudy,5,42230
ATM_0013,2023-01-03,Tuesday,Morning,33263,10123,Supermarket,0,0,76443,Cloudy,1,21496
ATM_0010,2022-12-11,Sunday,Afternoon,43628,7478,Gas Station,0,0,101432,Cloudy,0,30014
ATM_0001,2022-06-19,Sunday,Afternoon,61802,12952,Bank Branch,0,0,122797,Rainy,2,45472
ATM_0003,2023-01-17,Tuesday,Night,48775,11535,Gas Station,0,0,92456,Clear,1,36817
ATM_0024,2022-03-22,Tuesday,Evening,39744,10995,Supermarket,0,0,71748,Clear,2,25543
ATM_0007,2023-06-13,Tuesday,Afternoon,54545,19610,Supermarket,0,0,100352,Clear,2,41378
ATM_0005,2023-02-27,Monday,Night,50939,12244,Gas Station,0,0,94851,Clear,1,40029
ATM_0014,2023-08-17,Thursday,Afternoon,34826,7211,Gas Station,0,0,77300,Snowy,2,34122
ATM_0032,2023-10-13,Friday,Morning,74726,13777,Supermarket,0,0,126117,Rainy,3,67369
ATM_0006,2022-12-01,Thursday,Afternoon,64611,14165,Gas Station,1,0,93244,Snowy,4,48128
ATM_0019,2022-11-07,Monday,Evening,52113,7896,Bank Branch,0,0,95617,Rainy,2,49238
ATM_0045,2023-07-23,Sunday,Afternoon,51022,9190,Standalone,0,0,101110,Cloudy,1,50366
ATM_0047,2022-03-14,Monday,Afternoon,27215,4613,Gas Station,0,0,122146,Clear,2,21976
ATM_0024,2022-02-12,Saturday,Afternoon,49086,8681,Mall,0,0,111158,Clear,4,44332
ATM_0003,2023-12-14,Thursday,Afternoon,53691,11981,Gas Station,0,0,104457,Clear,2,39082
ATM_0008,2023-09-11,Monday,Afternoon,57738,22285,Supermarket,0,0,93974,Cloudy,0,52166
ATM_0002,2022-09-28,Wednesday,Night,73941,7277,Mall,0,0,80023,Clear,0,52782
ATM_0038,2023-09-23,Saturday,Afternoon,31367,17965,Standalone,0,0,79237,Cloudy,5,13054
ATM_0044,2023-09-06,Wednesday,Afternoon,28274,8538,Standalone,0,0,81244,Cloudy,4,21550
ATM_0036,2023-11-17,Friday,Afternoon,39625,14657,Standalone,0,0,116493,Clear,1,22069
ATM_0017,2022-03-22,Tuesday,Evening,53734,10842,Mall,0,0,88623,Clear,4,45689
ATM_0007,2022-04-24,Sunday,Morning,51947,8323,Standalone,0,0,74622,Snowy,0,45317
ATM_0045,2023-12-22,Friday,Afternoon,77061,8451,Bank Branch,0,0,115519,Clear,3,65280
ATM_0038,2023-11-16,Thursday,Morning,18133,8988,Standalone,0,0,148439,Clear,4,12737
ATM_0024,2023-03-01,Wednesday,Morning,46183,16824,Supermarket,0,0,141465,Clear,3,29375
ATM_0030,2022-04-13,Wednesday,Evening,48359,8454,Supermarket,0,0,101637,Rainy,0,40381
ATM_0002,2022-07-22,Friday,Morning,50894,928,Standalone,0,0,91464,Snowy,3,45059
ATM_0018,2022-11-19,Saturday,Night,54670,12562,Bank Branch,0,1,111780,Rainy,3,58652
ATM_0021,2023-11-09,Thursday,Night,50686,4760,Supermarket,0,0,62966,Clear,3,53973
ATM_0047,2022-10-02,Sunday,Morning,41799,9496,Bank Branch,0,0,96068,Cloudy,2,28299
ATM_0017,2023-09-26,Tuesday,Night,62158,19896,Mall,0,0,143815,Rainy,1,53032
ATM_0039,2022-04-20,Wednesday,Afternoon,51455,9250,Gas Station,0,0,113583,Snowy,0,50026
ATM_0012,2023-10-08,Sunday,Night,32972,8445,Standalone,0,0,123122,Cloudy,0,23207
ATM_0015,2022-06-21,Tuesday,Night,39227,20028,Gas Station,0,0,125260,Clear,5,29425
ATM_0042,2023-07-24,Monday,Morning,55938,16921,Standalone,0,0,89623,Cloudy,1,33148
ATM_0006,2023-12-03,Sunday,Morning,60984,15387,Mall,0,0,124306,Cloudy,5,49594
ATM_0022,2022-10-30,Sunday,Night,34712,10747,Mall,0,0,59679,Rainy,3,26460
ATM_0003,2023-02-02,Thursday,Evening,19315,10605,Mall,0,0,107273,Cloudy,2,14027
ATM_0034,2023-02-14,Tuesday,Night,40513,10933,Supermarket,0,0,104548,Cloudy,5,28989
ATM_0041,2023-08-21,Monday,Evening,34297,15087,Supermarket,0,0,102298,Clear,3,32119
ATM_0001,2023-10-28,Saturday,Afternoon,74503,4793,Gas Station,0,0,78304,Clear,0,79106
ATM_0030,2023-04-25,Tuesday,Morning,36414,10666,Mall,0,0,130829,Rainy,5,27365
ATM_0031,2022-11-17,Thursday,Evening,53745,0,Supermarket,0,0,115900,Rainy,0,63417
ATM_0029,2023-06-25,Sunday,Morning,66772,10368,Mall,0,1,84311,Clear,3,57902
ATM_0007,2023-08-11,Friday,Night,63954,9431,Mall,0,1,82779,Snowy,4,76727
ATM_0002,2022-06-24,Friday,Morning,26962,679,Standalone,0,0,126250,Clear,2,29535
ATM_0022,2023-08-30,Wednesday,Night,76748,7185,Gas Station,0,0,87450,Rainy,1,77644
ATM_0043,2023-11-09,Thursday,Evening,48017,17829,Supermarket,0,0,112417,Snowy,2,30656
ATM_0011,2022-08-23,Tuesday,Morning,71741,9108,Gas Station,0,0,105983,Clear,1,70167
ATM_0047,2022-08-28,Sunday,Evening,45477,12658,Bank Branch,0,1,100361,Clear,2,37828
ATM_0040,2023-12-13,Wednesday,Afternoon,35337,11680,Gas Station,0,0,89417,Snowy,1,27966
ATM_0047,2023-01-31,Tuesday,Morning,46734,9476,Supermarket,1,0,86350,Cloudy,1,37495
ATM_0007,2023-04-11,Tuesday,Afternoon,35481,1938,Supermarket,0,0,97069,Cloudy,5,34221
ATM_0010,2022-10-07,Friday,Night,59279,11405,Bank Branch,0,1,80208,Rainy,5,71628
ATM_0036,2022-12-24,Saturday,Night,71332,8071,Standalone,1,1,97974,Rainy,4,65935
ATM_0010,2023-05-06,Saturday,Night,47580,1146,Supermarket,0,0,120175,Clear,2,45144
ATM_0045,2022-03-22,Tuesday,Afternoon,58964,17304,Standalone,0,0,78401,Clear,3,45779
ATM_0039,2023-02-04,Saturday,Night,43302,13355,Mall,0,0,78977,Snowy,2,45006
ATM_0036,2023-10-19,Thursday,Morning,44311,9160,Gas Station,0,0,82842,Snowy,3,46821
ATM_0039,2022-05-09,Monday,Morning,24881,7447,Mall,0,0,127085,Snowy,0,22343
ATM_0026,2023-12-16,Saturday,Afternoon,52685,6176,Standalone,0,0,125552,Cloudy,2,57609
ATM_0026,2022-08-02,Tuesday,Night,53184,14809,Mall,0,0,78633,Snowy,5,44974
ATM_0041,2023-10-24,Tuesday,Evening,54346,5965,Standalone,0,0,99079,Rainy,4,58577
ATM_0046,2022-09-01,Thursday,Evening,59169,11172,Bank Branch,0,0,112021,Clear,5,44703
ATM_0035,2023-02-09,Thursday,Night,32673,9812,Supermarket,0,1,93405,Snowy,2,35940
ATM_0009,2023-09-11,Monday,Morning,61787,16768,Standalone,0,0,100006,Rainy,3,36727
ATM_0004,2022-01-08,Saturday,Morning,50911,6162,Mall,0,0,89146,Clear,5,52270
ATM_0050,2022-02-26,Saturday,Morning,43874,17214,Standalone,0,0,98562,Cloudy,0,34706
ATM_0038,2023-04-16,Sunday,Afternoon,62394,9872,Supermarket,0,0,129384,Snowy,5,52441
ATM_0040,2023-10-04,Wednesday,Morning,61662,11131,Bank Branch,0,1,66676,Rainy,0,54659
ATM_0004,2023-11-20,Monday,Afternoon,65351,14536,Bank Branch,0,0,110095,Snowy,5,62509
ATM_0025,2023-08-10,Thursday,Morning,39861,10851,Supermarket,0,0,89732,Cloudy,1,31788
ATM_0013,2023-11-22,Wednesday,Afternoon,60473,10219,Mall,0,0,129014,Snowy,4,47096
ATM_0008,2023-05-21,Sunday,Night,61486,8574,Bank Branch,0,0,78712,Cloudy,2,44790
ATM_0021,2023-03-06,Monday,Morning,47254,6533,Supermarket,0,0,92447,Clear,4,48111
ATM_0036,2022-05-20,Friday,Afternoon,65917,1996,Mall,0,0,101159,Clear,4,75995
ATM_0047,2023-02-12,Sunday,Evening,64500,17531,Mall,0,0,69038,Clear,5,46296
ATM_0041,2023-10-05,Thursday,Afternoon,44727,5447,Mall,0,0,69000,Cloudy,2,30825
ATM_0049,2022-04-30,Saturday,Night,35769,1555,Supermarket,0,0,101169,Rainy,2,35801
ATM_0041,2023-09-17,Sunday,Morning,63444,14226,Gas Station,0,0,99945,Cloudy,2,56006
ATM_0001,2022-09-07,Wednesday,Afternoon,49180,9217,Bank Branch,0,0,89063,Clear,5,44319
ATM_0037,2022-08-22,Monday,Afternoon,51301,10561,Standalone,0,0,130222,Rainy,5,38266
ATM_0026,2023-04-11,Tuesday,Morning,52228,3891,Bank Branch,0,0,106117,Rainy,3,51200
ATM_0038,2022-09-24,Saturday,Evening,20119,15969,Bank Branch,0,1,128612,Snowy,1,20579
ATM_0040,2023-03-01,Wednesday,Evening,64765,3352,Standalone,0,0,108094,Snowy,1,51103
ATM_0048,2023-10-07,Saturday,Night,37581,12176,Supermarket,0,0,111006,Clear,0,28369
ATM_0005,2022-11-13,Sunday,Afternoon,52574,19270,Bank Branch,0,0,69512,Snowy,0,48552
ATM_0039,2023-12-26,Tuesday,Morning,75434,8371,Standalone,0,0,85949,Cloudy,0,78354
ATM_0022,2022-11-21,Monday,Evening,57095,7289,Supermarket,0,0,172227,Clear,5,47150
ATM_0025,2023-12-17,Sunday,Afternoon,67978,6874,Gas Station,0,0,94403,Clear,1,56718
ATM_0023,2023-08-14,Monday,Morning,33976,12697,Bank Branch,0,0,106383,Snowy,3,27700
ATM_0016,2023-04-25,Tuesday,Afternoon,38445,11785,Mall,0,0,72729,Cloudy,3,20744
ATM_0047,2022-01-24,Monday,Afternoon,30595,8192,Bank Branch,1,0,114656,Snowy,0,26572
ATM_0035,2022-01-07,Friday,Afternoon,58925,15658,Supermarket,0,0,70193,Cloudy,3,53736
ATM_0050,2022-08-21,Sunday,Night,69992,11794,Supermarket,0,0,146960,Snowy,3,59356
ATM_0038,2022-11-20,Sunday,Evening,59139,6095,Mall,0,0,82495,Rainy,2,44793
ATM_0047,2023-04-08,Saturday,Evening,23471,4871,Mall,0,0,93631,Cloudy,5,15507
ATM_0014,2023-02-05,Sunday,Night,60909,5065,Mall,0,0,100463,Cloudy,1,57219
ATM_0023,2023-02-07,Tuesday,Night,27390,3742,Gas Station,0,0,111775,Rainy,2,19742
ATM_0036,2022-10-26,Wednesday,Afternoon,46635,12517,Bank Branch,0,0,93981,Clear,4,30266
ATM_0003,2023-01-06,Friday,Night,63825,8894,Bank Branch,0,0,112157,Rainy,4,45802
ATM_0011,2023-10-06,Friday,Evening,32096,18669,Supermarket,0,0,125547,Cloudy,1,18716
ATM_0011,2022-04-24,Sunday,Morning,57164,3401,Gas Station,0,0,97368,Rainy,0,63971
ATM_0011,2023-10-14,Saturday,Night,56399,9076,Bank Branch,0,0,110776,Snowy,2,47047
ATM_0035,2022-12-24,Saturday,Afternoon,64731,14879,Bank Branch,1,0,150072,Rainy,0,47858
ATM_0005,2023-09-24,Sunday,Night,16892,13754,Mall,0,0,60626,Rainy,4,5526
ATM_0031,2022-09-17,Saturday,Morning,35721,13901,Gas Station,0,0,88939,Rainy,3,28388
ATM_0040,2023-12-16,Saturday,Night,54506,19074,Bank Branch,0,0,88054,Snowy,0,32729
ATM_0011,2023-10-02,Monday,Evening,65871,11774,Standalone,0,0,71746,Clear,0,56814
ATM_0024,2022-03-24,Thursday,Morning,39556,14998,Supermarket,0,0,95759,Snowy,5,32159
ATM_0035,2022-09-20,Tuesday,Afternoon,46008,2533,Bank Branch,0,0,79933,Rainy,1,53102
ATM_0045,2022-02-18,Friday,Morning,60618,8096,Bank Branch,0,0,100514,Cloudy,1,62709
ATM_0009,2022-09-04,Sunday,Evening,67198,4506,Mall,0,0,111405,Rainy,0,74222
ATM_0046,2022-07-14,Thursday,Evening,61325,14929,Bank Branch,0,0,71741,Snowy,1,55586
ATM_0030,2022-12-05,Monday,Afternoon,48513,12417,Supermarket,0,0,115607,Cloudy,4,49710
ATM_0010,2023-07-28,Friday,Morning,34617,19169,Supermarket,0,0,109990,Cloudy,5,16473
ATM_0026,2022-08-15,Monday,Morning,61918,12532,Gas Station,0,0,132483,Cloudy,4,49407
ATM_0025,2023-07-26,Wednesday,Night,45331,7475,Standalone,0,0,77623,Rainy,0,32120
ATM_0017,2023-01-18,Wednesday,Evening,69352,16638,Standalone,0,0,96084,Clear,3,60312
ATM_0007,2023-03-23,Thursday,Night,44108,18267,Standalone,0,0,87256,Clear,0,23791
ATM_0044,2023-07-14,Friday,Evening,48248,12171,Standalone,0,0,134488,Snowy,4,31961
ATM_0002,2022-04-13,Wednesday,Evening,52996,10977,Mall,0,0,103586,Snowy,1,42756
ATM_0038,2023-02-27,Monday,Afternoon,37880,15064,Supermarket,0,0,93292,Rainy,2,28247
ATM_0007,2022-05-02,Monday,Evening,42055,18510,Mall,0,0,96976,Clear,5,32365
ATM_0040,2023-02-22,Wednesday,Night,76326,7485,Mall,0,0,76379,Rainy,0,83681
ATM_0022,2022-06-16,Thursday,Evening,42485,15034,Standalone,0,0,79085,Rainy,5,31849
ATM_0011,2022-05-17,Tuesday,Morning,60267,3699,Standalone,0,0,87853,Rainy,3,61295
ATM_0042,2023-04-01,Saturday,Evening,41108,14518,Bank Branch,0,0,126773,Snowy,5,40272
ATM_0004,2023-12-18,Monday,Evening,45415,4062,Gas Station,0,1,76380,Rainy,2,44747
ATM_0048,2023-11-24,Friday,Afternoon,22428,13937,Supermarket,0,0,100338,Clear,0,14188
ATM_0008,2022-12-04,Sunday,Afternoon,34415,15127,Standalone,0,0,84281,Cloudy,1,23739
ATM_0030,2023-04-02,Sunday,Afternoon,32901,1381,Gas Station,0,0,117100,Clear,3,29630
ATM_0018,2023-06-29,Thursday,Morning,52805,12933,Bank Branch,0,0,108909,Snowy,4,51970
ATM_0033,2022-01-08,Saturday,Night,49252,9408,Mall,0,0,136107,Cloudy,0,35095
ATM_0020,2022-05-15,Sunday,Afternoon,42836,10240,Supermarket,0,1,125988,Rainy,2,36830
ATM_0045,2022-12-03,Saturday,Evening,71166,4692,Standalone,0,0,105048,Rainy,0,78796
ATM_0021,2022-12-28,Wednesday,Night,84556,12695,Gas Station,0,0,68121,Cloudy,4,88236
ATM_0039,2022-04-01,Friday,Morning,39109,6880,Bank Branch,0,0,83559,Rainy,0,40129
ATM_0046,2022-11-09,Wednesday,Evening,60229,15458,Gas Station,0,0,110484,Rainy,3,50168
ATM_0017,2022-11-29,Tuesday,Morning,20687,10736,Mall,0,1,117228,Clear,4,21043
ATM_0037,2023-01-01,Sunday,Night,53566,8724,Mall,1,0,101737,Clear,2,45131
ATM_0043,2022-06-21,Tuesday,Afternoon,66887,9580,Mall,0,0,99395,Rainy,3,68517
ATM_0046,2023-06-19,Monday,Night,33379,18879,Mall,0,0,76472,Rainy,2,20985
ATM_0030,2023-03-20,Monday,Morning,40186,2982,Bank Branch,0,0,78145,Rainy,0,30583
ATM_0044,2023-05-23,Tuesday,Evening,54167,21722,Gas Station,0,1,124925,Clear,5,46214
ATM_0016,2023-08-09,Wednesday,Night,46278,11811,Supermarket,0,0,92346,Rainy,3,41237
ATM_0007,2023-10-11,Wednesday,Evening,35866,19362,Gas Station,0,1,130334,Rainy,1,21399
ATM_0034,2023-11-25,Saturday,Night,59868,9896,Supermarket,0,0,132785,Snowy,1,52712
ATM_0033,2023-01-10,Tuesday,Night,63859,12728,Supermarket,0,0,107925,Snowy,1,61547
ATM_0037,2023-04-24,Monday,Night,64708,10806,Bank Branch,0,0,94917,Clear,5,49727
